cutoff,assembly_score
0.01738,0.05356
0.01738,0.05356
0.01738,0.05356
0.01739,0.05357
0.01739,0.05357
0.0174,0.05357
0.0174,0.05358
0.01741,0.05358
0.01742,0.05358
0.01742,0.05359
0.01743,0.05359
0.01743,0.05359
0.01744,0.05359
0.01745,0.0536
0.01747,0.0536
0.01747,0.0536
0.01748,0.05361
0.01748,0.05361
0.01749,0.05361
0.0175,0.05361
0.0175,0.05362
0.01752,0.05362
0.01752,0.05362
0.01752,0.05362
0.01753,0.05363
0.01754,0.05363
0.01754,0.05363
0.01754,0.05364
0.01755,0.05364
0.01755,0.05364
0.01756,0.05365
0.01756,0.05365
0.01758,0.05365
0.01758,0.05365
0.01759,0.05366
0.01759,0.05366
0.0176,0.05366
0.01762,0.05367
0.01764,0.05367
0.01764,0.05367
0.01765,0.05368
0.01765,0.05368
0.01765,0.05368
0.01766,0.05368
0.01766,0.05369
0.01767,0.05369
0.01767,0.05369
0.01768,0.0537
0.01771,0.0537
0.01772,0.0537
0.01773,0.0537
0.01773,0.05371
0.01774,0.05371
0.01774,0.05371
0.01775,0.05372
0.01775,0.05372
0.01776,0.05372
0.01777,0.05372
0.01778,0.05372
0.01778,0.05372
0.01778,0.05373
0.01779,0.05373
0.0178,0.05373
0.0178,0.05374
0.01781,0.05374
0.01781,0.05374
0.01782,0.05375
0.01782,0.05375
0.01782,0.05375
0.01783,0.05375
0.01784,0.05376
0.01784,0.05376
0.01785,0.05376
0.01785,0.05377
0.01785,0.05377
0.01785,0.05377
0.01787,0.05377
0.01788,0.05378
0.0179,0.05378
0.0179,0.05378
0.0179,0.05379
0.01791,0.05379
0.01792,0.05379
0.01792,0.05379
0.01793,0.0538
0.01793,0.0538
0.01795,0.0538
0.01796,0.05381
0.01797,0.05381
0.01797,0.05381
0.01797,0.05382
0.01799,0.05382
0.01799,0.05382
0.01799,0.05382
0.018,0.05383
0.018,0.05383
0.01801,0.05383
0.01802,0.05384
0.01802,0.05384
0.01802,0.05384
0.01803,0.05384
0.01807,0.05385
0.01807,0.05385
0.01809,0.05385
0.01809,0.05386
0.01809,0.05386
0.01809,0.05386
0.0181,0.05387
0.0181,0.05387
0.0181,0.05387
0.01811,0.05387
0.01812,0.05388
0.01812,0.05388
0.01812,0.05388
0.01813,0.05389
0.01813,0.05389
0.01813,0.05389
0.01814,0.0539
0.01814,0.0539
0.01815,0.0539
0.01815,0.0539
0.01815,0.05391
0.01816,0.05391
0.01816,0.05391
0.01817,0.05392
0.01817,0.05392
0.01818,0.05392
0.0182,0.05393
0.01822,0.05393
0.01822,0.05393
0.01823,0.05393
0.01824,0.05394
0.01824,0.05394
0.01824,0.05394
0.01825,0.05395
0.01825,0.05395
0.01825,0.05395
0.01826,0.05395
0.01826,0.05396
0.01829,0.05396
0.01829,0.05396
0.0183,0.05397
0.0183,0.05397
0.01831,0.05397
0.01831,0.05398
0.01831,0.05398
0.01831,0.05398
0.01832,0.05398
0.01832,0.05399
0.01832,0.05399
0.01832,0.05399
0.01833,0.054
0.01835,0.054
0.01836,0.054
0.01838,0.05401
0.01839,0.05401
0.0184,0.05401
0.0184,0.05401
0.01841,0.05402
0.01841,0.05402
0.01842,0.05402
0.01844,0.05403
0.01845,0.05403
0.01846,0.05403
0.01846,0.05403
0.01846,0.05404
0.01846,0.05404
0.01846,0.05404
0.01846,0.05405
0.01846,0.05405
0.01847,0.05405
0.01848,0.05406
0.01848,0.05406
0.01849,0.05406
0.01849,0.05406
0.01849,0.05407
0.0185,0.05407
0.0185,0.05407
0.0185,0.05408
0.01852,0.05408
0.01853,0.05408
0.01854,0.05408
0.01854,0.05409
0.01855,0.05409
0.01855,0.05409
0.01855,0.0541
0.01857,0.0541
0.01857,0.0541
0.01857,0.0541
0.01857,0.05411
0.01858,0.05411
0.01858,0.05411
0.01858,0.05412
0.01859,0.05412
0.01861,0.05412
0.01861,0.05412
0.01861,0.05413
0.01862,0.05413
0.01862,0.05413
0.01862,0.05413
0.01862,0.05414
0.01863,0.05414
0.01863,0.05414
0.01863,0.05415
0.01864,0.05415
0.01864,0.05415
0.01865,0.05415
0.01865,0.05416
0.01865,0.05416
0.01866,0.05416
0.01867,0.05417
0.01867,0.05417
0.01867,0.05417
0.01869,0.05417
0.01869,0.05418
0.01869,0.05418
0.01871,0.05418
0.01871,0.05419
0.01871,0.05419
0.01873,0.05419
0.01873,0.05419
0.01874,0.0542
0.01874,0.0542
0.01875,0.0542
0.01875,0.05421
0.01875,0.05421
0.01875,0.05421
0.01877,0.05421
0.01878,0.05422
0.01878,0.05422
0.01879,0.05422
0.01879,0.05423
0.0188,0.05423
0.01881,0.05423
0.01881,0.05424
0.01881,0.05424
0.01881,0.05424
0.01881,0.05424
0.01883,0.05425
0.01884,0.05425
0.01885,0.05425
0.01886,0.05426
0.01886,0.05426
0.01887,0.05426
0.01887,0.05427
0.01889,0.05427
0.0189,0.05427
0.0189,0.05427
0.01892,0.05428
0.01893,0.05428
0.01893,0.05428
0.01893,0.05429
0.01893,0.05429
0.01893,0.05429
0.01894,0.05429
0.01894,0.0543
0.01894,0.0543
0.01894,0.0543
0.01895,0.05431
0.01897,0.05431
0.01899,0.05431
0.01901,0.05431
